,event_name,weight_class,fighter_1,action,fighter_2,round,time,method
3690,UFC 100,Lightweight,Shannon Gugerty,def.,Matt Grice,1,2:36,Technical Submission (guillotine choke)
3691,The Ultimate Fighter: United States vs. United Kingdom Finale,Lightweight,Diego Sanchez,def.,Clay Guida,3,5:00,"Decision (split) (28–29, 29–27, 29–28)"
3692,The Ultimate Fighter: United States vs. United Kingdom Finale,Welterweight,James Wilks,def.,DaMarques Johnson,1,4:54,Submission (rear-naked choke)
3693,The Ultimate Fighter: United States vs. United Kingdom Finale,Lightweight,Ross Pearson,def.,Andre Winner,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
3694,The Ultimate Fighter: United States vs. United Kingdom Finale,Welterweight,Chris Lytle,def.,Kevin Burns,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
3695,The Ultimate Fighter: United States vs. United Kingdom Finale,Lightweight,Joe Stevenson,def.,Nate Diaz,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
3696,The Ultimate Fighter: United States vs. United Kingdom Finale,Lightweight,Melvin Guillard,def.,Gleison Tibau,3,5:00,"Decision (split) (29–28, 28–29, 29–28)"
3697,The Ultimate Fighter: United States vs. United Kingdom Finale,Welterweight,Brad Blackburn,def.,Edgar Garcia,3,5:00,"Decision (split) (28–29, 29–28, 29–28)"
3698,The Ultimate Fighter: United States vs. United Kingdom Finale,Catchweight (208 lbs),Tomasz Drwal,def.,Mike Ciesnolevicz,1,4:48,TKO (knee and punches)
3699,The Ultimate Fighter: United States vs. United Kingdom Finale,Welterweight,Nick Osipczak,def.,Frank Lester,1,3:40,Submission (rear-naked choke)
3700,The Ultimate Fighter: United States vs. United Kingdom Finale,Lightweight,Jason Dent,def.,Cameron Dollar,1,4:46,Submission (anaconda choke)
3701,UFC 99: The Comeback,Catchweight (195 lbs),Rich Franklin,def.,Wanderlei Silva,3,5:00,"Decision (unanimous) (30–27, 29–28, 30–27)"
3702,UFC 99: The Comeback,Heavyweight,Cain Velasquez,def.,Cheick Kongo,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
3703,UFC 99: The Comeback,Heavyweight,Mirko Cro Cop,def.,Mostapha al-Turk,1,3:06,TKO (punches)
3704,UFC 99: The Comeback,Welterweight,Mike Swick,def.,Ben Saunders,2,3:47,TKO (punches)
3705,UFC 99: The Comeback,Lightweight,Spencer Fisher,def.,Caol Uno,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
3706,UFC 99: The Comeback,Welterweight,Dan Hardy,def.,Marcus Davis,3,5:00,"Decision (split) (29–28, 28–29, 29–28)"
3707,UFC 99: The Comeback,Lightweight,Terry Etim,def.,Justin Buchholz,2,2:38,Submission (D'Arce choke)
3708,UFC 99: The Comeback,Lightweight,Dennis Siver,def.,Dale Hartt,1,3:23,Submission (rear-naked choke)
3709,UFC 99: The Comeback,Welterweight,Paul Taylor,def.,Peter Sobotta,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
3710,UFC 99: The Comeback,Lightweight,Paul Kelly,def.,Rolando Delgado,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
3711,UFC 99: The Comeback,Heavyweight,Stefan Struve,def.,Denis Stojnić,2,2:37,Submission (rear-naked choke)
3712,UFC 99: The Comeback,Welterweight,John Hathaway,def.,Rick Story,3,5:00,"Decision (unanimous) (29–28, 30–27, 29–28)"
3713,UFC 98: Evans vs. Machida,Light Heavyweight,Lyoto Machida,def.,Rashad Evans,2,3:57,KO (punches)
3714,UFC 98: Evans vs. Machida,Welterweight,Matt Hughes,def.,Matt Serra,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
3715,UFC 98: Evans vs. Machida,Middleweight,Drew McFedries,def.,Xavier Foupa-Pokam,1,0:37,TKO (punches)
3716,UFC 98: Evans vs. Machida,Middleweight,Chael Sonnen,def.,Dan Miller,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
3717,UFC 98: Evans vs. Machida,Lightweight,Frankie Edgar,def.,Sean Sherk,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
3718,UFC 98: Evans vs. Machida,Welterweight,Brock Larson,def.,Mike Pyle,1,3:06,Submission (arm-triangle choke)
3719,UFC 98: Evans vs. Machida,Heavyweight,Tim Hague,def.,Pat Barry,1,1:42,Submission (guillotine choke)
3720,UFC 98: Evans vs. Machida,Lightweight,Kyle Bradley,def.,Phillipe Nover,1,1:03,TKO (punches)
3721,UFC 98: Evans vs. Machida,Light Heavyweight,Krzysztof Soszynski,def.,Andre Gusmao,1,3:17,KO (punches)
3722,UFC 98: Evans vs. Machida,Welterweight,Yoshiyuki Yoshida,def.,Brandon Wolff,1,2:24,Submission (guillotine choke)
3723,UFC 98: Evans vs. Machida,Lightweight,George Roop,def.,Dave Kaplan,3,5:00,"Decision (split) (28–29, 30–27, 30–27)"
3724,UFC 97: Redemption,Middleweight,Anderson Silva,def.,Thales Leites,5,5:00,"Decision (unanimous) (49–46, 48–47, 50–46)"
3725,UFC 97: Redemption,Lightweight,Sam Stout,def.,Matt Wiman,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
3726,UFC 97: Redemption,Light Heavyweight,Maurício Rua,def.,Chuck Liddell,1,4:28,TKO (punches)
3727,UFC 97: Redemption,Light Heavyweight,Krzysztof Soszynski,def.,Brian Stann,1,3:53,Submission (kimura)
3728,UFC 97: Redemption,Heavyweight,Cheick Kongo,def.,Antoni Hardonk,2,2:29,TKO (punches)
3729,UFC 97: Redemption,Light Heavyweight,Luiz Cane,def.,Steve Cantwell,3,5:00,"Decision (unanimous) (29–28, 30–27, 30–27)"
3730,UFC 97: Redemption,Middleweight,Denis Kang,def.,Xavier Foupa-Pokam,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
3731,UFC 97: Redemption,Middleweight,Nate Quarry,def.,Jason MacDonald,1,2:27,TKO (elbows)
3732,UFC 97: Redemption,Middleweight,Ed Herman,def.,David Loiseau,3,5:00,"Decision (unanimous) (30–26, 30–27, 30–27)"
3733,UFC 97: Redemption,Lightweight,Mark Bocek,def.,David Bielkheden,1,4:57,Submission (rear-naked choke)
3734,UFC 97: Redemption,Welterweight,TJ Grant,def.,Ryo Chonan,3,5:00,"Decision (split) (30–27, 28–29, 29–28)"
3735,UFC 97: Redemption,Light Heavyweight,Eliot Marshall,def.,Vinny Magalhães,3,5:00,"Decision (unanimous) (29–28, 30–27, 30–27)"
3736,UFC Fight Night: Condit vs. Kampmann,Welterweight,Martin Kampmann,def.,Carlos Condit,3,5:00,"Decision (split) (29–28, 28–29, 29–28)"
3737,UFC Fight Night: Condit vs. Kampmann,Light Heavyweight,Ryan Bader,def.,Carmelo Marrero,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
3738,UFC Fight Night: Condit vs. Kampmann,Lightweight,Tyson Griffin,def.,Rafael dos Anjos,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
3739,UFC Fight Night: Condit vs. Kampmann,Lightweight,Cole Miller,def.,Junie Browning,1,1:58,Submission (guillotine choke)
3740,UFC Fight Night: Condit vs. Kampmann,Catchweight (158 lbs),Gleison Tibau,def.,Jeremy Stephens,3,5:00,"Decision (unanimous) (30–27, 30–27, 29–28)"
3741,UFC Fight Night: Condit vs. Kampmann,Middleweight,Ricardo Almeida,def.,Matt Horwich,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
3742,UFC Fight Night: Condit vs. Kampmann,Welterweight,Brock Larson,def.,Jesse Sanders,1,2:01,Submission (rear-naked choke)
3743,UFC Fight Night: Condit vs. Kampmann,Middleweight,Tim Credeur,def.,Nick Catone,2,3:45,Submission (guillotine choke)
3744,UFC Fight Night: Condit vs. Kampmann,Middleweight,Jorge Rivera,def.,Nissen Osterneck,3,5:00,"Decision (split) (29–28, 28–29, 29–28)"
3745,UFC Fight Night: Condit vs. Kampmann,Middleweight,Rob Kimmons,def.,Joe Vedepo,1,1:54,Technical Submission (guillotine choke)
3746,UFC Fight Night: Condit vs. Kampmann,Middleweight,Aaron Simpson,def.,Tim McKenzie,1,1:40,TKO (punches)
3747,UFC 96: Jackson vs. Jardine,Light Heavyweight,Quinton Jackson,def.,Keith Jardine,3,5:00,"Decision (unanimous) (29–28, 29–28, 30–27)"
3748,UFC 96: Jackson vs. Jardine,Heavyweight,Shane Carwin,def.,Gabriel Gonzaga,1,1:09,KO (punch)
3749,UFC 96: Jackson vs. Jardine,Welterweight,Matt Brown,def.,Pete Sell,1,1:32,TKO (punches)
3750,UFC 96: Jackson vs. Jardine,Light Heavyweight,Matt Hamill,def.,Mark Munoz,1,3:53,KO (head kick)
3751,UFC 96: Jackson vs. Jardine,Lightweight,Gray Maynard,def.,Jim Miller,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
3752,UFC 96: Jackson vs. Jardine,Welterweight,Tamdan McCrory,def.,Ryan Madigan,1,3:35,TKO (punches)
3753,UFC 96: Jackson vs. Jardine,Middleweight,Kendall Grove,def.,Jason Day,1,1:32,TKO (punches and elbows)
3754,UFC 96: Jackson vs. Jardine,Light Heavyweight,Jason Brilz,def.,Tim Boetsch,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
3755,UFC 96: Jackson vs. Jardine,Light Heavyweight,Brandon Vera,def.,Michael Patt,2,1:27,TKO (leg kicks)
3756,UFC 96: Jackson vs. Jardine,Lightweight,Shane Nelson,def.,Aaron Riley,1,0:44,TKO (punches)
3757,UFC 95: Sanchez vs. Stevenson,Lightweight,Diego Sanchez,def.,Joe Stevenson,3,5:00,"Decision (unanimous) (29–28, 30–27, 30–27)"
3758,UFC 95: Sanchez vs. Stevenson,Welterweight,Dan Hardy,def.,Rory Markham,1,1:09,KO (punch)
3759,UFC 95: Sanchez vs. Stevenson,Middleweight,Nate Marquardt,def.,Wilson Gouveia,3,3:10,TKO (knee and punches)
3760,UFC 95: Sanchez vs. Stevenson,Middleweight,Demian Maia,def.,Chael Sonnen,1,2:37,Submission (triangle choke)
3761,UFC 95: Sanchez vs. Stevenson,Welterweight,Paulo Thiago,def.,Josh Koscheck,1,3:29,KO (punches)
3762,UFC 95: Sanchez vs. Stevenson,Lightweight,Terry Etim,def.,Brian Cobb,2,0:10,TKO (head kick and punches)
3763,UFC 95: Sanchez vs. Stevenson,Heavyweight,Junior dos Santos,def.,Stefan Struve,1,0:54,TKO (punches)
3764,UFC 95: Sanchez vs. Stevenson,Lightweight,Evan Dunham,def.,Per Eklund,1,2:14,KO (punches)
3765,UFC 95: Sanchez vs. Stevenson,Heavyweight,Mike Ciesnolevicz,def.,Neil Grove,1,1:03,Submission (heel hook)
3766,UFC 95: Sanchez vs. Stevenson,Welterweight,Paul Kelly,def.,Troy Mandaloniz,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–28)"
3767,UFC Fight Night: Lauzon vs. Stephens,Lightweight,Joe Lauzon,def.,Jeremy Stephens,2,4:43,Submission (armbar)
3768,UFC Fight Night: Lauzon vs. Stephens,Heavyweight,Cain Velasquez,def.,Denis Stojnić,2,2:34,TKO (punches)
3769,UFC Fight Night: Lauzon vs. Stephens,Lightweight,Josh Neer,def.,Mac Danzig,2,3:36,Submission (triangle choke)
3770,UFC Fight Night: Lauzon vs. Stephens,Welterweight,Anthony Johnson,def.,Luigi Fioravanti,1,4:39,TKO (punches)
3771,UFC Fight Night: Lauzon vs. Stephens,Lightweight,Kurt Pellegrino,def.,Rob Emerson,2,3:14,Submission (rear-naked choke)
3772,UFC Fight Night: Lauzon vs. Stephens,Middleweight,Dan Miller,def.,Jake Rosholt,1,1:03,Submission (guillotine choke)
3773,UFC Fight Night: Lauzon vs. Stephens,Lightweight,Matt Veach,def.,Matt Grice,1,4:34,TKO (punches)
3774,UFC Fight Night: Lauzon vs. Stephens,Lightweight,Gleison Tibau,def.,Rich Clementi,1,4:35,Submission (guillotine choke)
3775,UFC Fight Night: Lauzon vs. Stephens,Middleweight,Nick Catone,def.,Derek Downey,2,1:15,Submission (keylock)
3776,UFC Fight Night: Lauzon vs. Stephens,Welterweight,Matthew Riddle,def.,Steve Bruno,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
3777,UFC 94: St-Pierre vs. Penn 2,Welterweight,Georges St-Pierre,def.,B.J. Penn,4,5:00,TKO (corner stoppage)
3778,UFC 94: St-Pierre vs. Penn 2,Light Heavyweight,Lyoto Machida,def.,Thiago Silva,1,4:59,KO (punch)
3779,UFC 94: St-Pierre vs. Penn 2,Light Heavyweight,Jon Jones,def.,Stephan Bonnar,3,5:00,"Decision (unanimous) (30-27, 29-28, 29-28)"
3780,UFC 94: St-Pierre vs. Penn 2,Welterweight,Karo Parisyan,vs.,Dong Hyun Kim,3,5:00,No Contest (overturned)
3781,UFC 94: St-Pierre vs. Penn 2,Lightweight,Clay Guida,def.,Nate Diaz,3,5:00,"Decision (split) (28-29, 29-28, 29-28)"
3782,UFC 94: St-Pierre vs. Penn 2,Welterweight,Jon Fitch,def.,Akihiro Gono,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–26)"
3783,UFC 94: St-Pierre vs. Penn 2,Lightweight,Thiago Tavares,def.,Manvel Gamburyan,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
3784,UFC 94: St-Pierre vs. Penn 2,Welterweight,John Howard,def.,Chris Wilson,3,5:00,"Decision (split) (29–28, 28–29, 29–28)"
3785,UFC 94: St-Pierre vs. Penn 2,Light Heavyweight,Jake O'Brien,def.,Christian Wellisch,3,5:00,"Decision (split) (28–29, 29–28, 29–28)"
3786,UFC 94: St-Pierre vs. Penn 2,Welterweight,Dan Cramer,def.,Matt Arroyo,3,5:00,"Decision (split) (29–28, 28–29, 29–28)"
3787,UFC 93: Franklin vs. Henderson,Light Heavyweight,Dan Henderson,def.,Rich Franklin,3,5:00,"Decision (split) (29–28, 27–30, 29–28)"
3788,UFC 93: Franklin vs. Henderson,Light Heavyweight,Maurício Rua,def.,Mark Coleman,3,4:36,TKO (punches)
3789,UFC 93: Franklin vs. Henderson,Middleweight,Rousimar Palhares,def.,Jeremy Horn,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
3790,UFC 93: Franklin vs. Henderson,Middleweight,Alan Belcher,def.,Denis Kang,2,4:36,Submission (guillotine choke)
3791,UFC 93: Franklin vs. Henderson,Welterweight,Marcus Davis,def.,Chris Lytle,3,5:00,"Decision (split) (29–28, 28–29, 29–28)"
3792,UFC 93: Franklin vs. Henderson,Welterweight,John Hathaway,def.,Tom Egan,1,4:36,TKO (elbows)
3793,UFC 93: Franklin vs. Henderson,Welterweight,Martin Kampmann,def.,Alexandre Barros,2,3:09,TKO (punches)
3794,UFC 93: Franklin vs. Henderson,Light Heavyweight,Eric Schafer,def.,Antonio Mendes,1,3:35,TKO (punches)
3795,UFC 93: Franklin vs. Henderson,Light Heavyweight,Tomasz Drwal,def.,Ivan Serati,1,2:02,KO (punches)
3796,UFC 93: Franklin vs. Henderson,Lightweight,Dennis Siver,def.,Nate Mohr,3,3:47,TKO (spinning back kick and punches)
3797,UFC 92: The Ultimate 2008,Light Heavyweight,Rashad Evans,def.,Forrest Griffin,3,2:46,TKO (punches)
3798,UFC 92: The Ultimate 2008,Heavyweight,Frank Mir,def.,Antônio Rodrigo Nogueira,2,1:54,TKO (punches)
3799,UFC 92: The Ultimate 2008,Middleweight,C.B. Dollaway,def.,Mike Massenzio,1,3:01,TKO (punches)
3800,UFC 92: The Ultimate 2008,Light Heavyweight,Quinton Jackson,def.,Wanderlei Silva,1,3:21,KO (punch)
3801,UFC 92: The Ultimate 2008,Heavyweight,Cheick Kongo,def.,Mostapha al-Turk,1,4:37,TKO (punches)
3802,UFC 92: The Ultimate 2008,Middleweight,Yushin Okami,def.,Dean Lister,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
3803,UFC 92: The Ultimate 2008,Heavyweight,Antoni Hardonk,def.,Mike Wessel,2,2:09,TKO (punches)
3804,UFC 92: The Ultimate 2008,Light Heavyweight,Matt Hamill,def.,Reese Andy,2,2:19,TKO (punches)
3805,UFC 92: The Ultimate 2008,Welterweight,Brad Blackburn,def.,Ryo Chonan,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
3806,UFC 92: The Ultimate 2008,Heavyweight,Pat Barry,def.,Dan Evensen,1,2:36,TKO (leg kicks)
3807,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Lightweight,Efrain Escudero,def.,Phillipe Nover,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
3808,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Light Heavyweight,Ryan Bader,def.,Vinny Magalhães,1,2:18,KO (punches)
3809,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Welterweight,Anthony Johnson,def.,Kevin Burns,3,0:28,KO (head kick)
3810,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Catchweight (189 lbs),Wilson Gouveia,def.,Jason MacDonald,1,2:18,Submission (strikes)
3811,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Lightweight,Junie Browning,def.,Dave Kaplan,2,1:32,Submission (armbar)
3812,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Light Heavyweight,Krzysztof Soszynski,def.,Shane Primm,2,3:27,Submission (kimura)
3813,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Light Heavyweight,Eliot Marshall,def.,Jules Bruchez,1,1:27,Submission (rear-naked choke)
3814,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Light Heavyweight,Tom Lawlor,def.,Kyle Kingsbury,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
3815,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Lightweight,Shane Nelson,def.,George Roop,3,5:00,"Decision (split) (29–28, 28–29, 29–28)"
3816,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Lightweight,Rolando Delgado,def.,John Polakowski,2,2:18,Submission (guillotine choke)
3817,UFC: Fight for the Troops,Welterweight,Josh Koscheck,def.,Yoshiyuki Yoshida,1,2:15,KO (punch)
3818,UFC: Fight for the Troops,Welterweight,Mike Swick,def.,Jonathan Goulet,1,0:33,KO (punches)
3819,UFC: Fight for the Troops,Light Heavyweight,Steve Cantwell,def.,Razak Al-Hassan,1,4:04,Technical submission (armbar)
3820,UFC: Fight for the Troops,Middleweight,Tim Credeur,def.,Nate Loughran,2,5:00,TKO (rib injury)
3821,UFC: Fight for the Troops,Lightweight,Jim Miller,def.,Matt Wiman,3,5:00,"Decision (unanimous) (30–27, 30–26, 30–27)"
3822,UFC: Fight for the Troops,Catchweight (173.5 lbs),Luigi Fioravanti,def.,Brodie Farber,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
3823,UFC: Fight for the Troops,Welterweight,Steve Bruno,def.,Johnny Rees,2,3:44,Submission (rear-naked choke)
3824,UFC: Fight for the Troops,Welterweight,Ben Saunders,def.,Brandon Wolff,1,1:49,TKO (knees)
3825,UFC: Fight for the Troops,Lightweight,Dale Hartt,def.,Corey Hill,2,0:20,TKO (broken leg)
3826,UFC: Fight for the Troops,Heavyweight,Justin McCully,def.,Eddie Sanchez,3,5:00,"Decision (unanimous) (29–28, 30–27, 30–27)"
3827,UFC 91: Couture vs. Lesnar,Heavyweight,Brock Lesnar,def.,Randy Couture,2,3:07,TKO (punches)
3828,UFC 91: Couture vs. Lesnar,Lightweight,Kenny Florian,def.,Joe Stevenson,1,4:03,Submission (rear-naked choke)
3829,UFC 91: Couture vs. Lesnar,Welterweight,Dustin Hazelett,def.,Tamdan McCrory,1,3:59,Submission (armbar)
3830,UFC 91: Couture vs. Lesnar,Heavyweight,Gabriel Gonzaga,def.,Josh Hendricks,1,1:01,TKO (punches)
3831,UFC 91: Couture vs. Lesnar,Middleweight,Demian Maia,def.,Nate Quarry,1,2:13,Submission (rear-naked choke)
3832,UFC 91: Couture vs. Lesnar,Lightweight,Aaron Riley,def.,Jorge Gurgel,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
3833,UFC 91: Couture vs. Lesnar,Lightweight,Jeremy Stephens,def.,Rafael dos Anjos,3,0:39,KO (punches)
3834,UFC 91: Couture vs. Lesnar,Lightweight,Mark Bocek,def.,Alvin Robinson,3,3:16,Submission (rear-naked choke)
3835,UFC 91: Couture vs. Lesnar,Welterweight,Matt Brown,def.,Ryan Thomas,2,0:57,Submission (armbar)
3836,UFC 90: Silva vs. Côté,Middleweight,Anderson Silva,def.,Patrick Côté,3,0:39,TKO (knee injury)
3837,UFC 90: Silva vs. Côté,Welterweight,Thiago Alves,def.,Josh Koscheck,3,5:00,"Decision (unanimous) (30–27, 29–28, 30–27)"
3838,UFC 90: Silva vs. Côté,Lightweight,Gray Maynard,def.,Rich Clementi,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
3839,UFC 90: Silva vs. Côté,Heavyweight,Junior dos Santos,def.,Fabrício Werdum,1,1:20,KO (punches)
3840,UFC 90: Silva vs. Côté,Lightweight,Sean Sherk,def.,Tyson Griffin,3,5:00,"Decision (unanimous) (30–27, 29–28, 29–28)"
3841,UFC 90: Silva vs. Côté,Middleweight,Thales Leites,def.,Drew McFedries,1,1:18,Submission (rear-naked choke)
3842,UFC 90: Silva vs. Côté,Lightweight,Spencer Fisher,def.,Shannon Gugerty,3,3:56,Submission (triangle choke)
3843,UFC 90: Silva vs. Côté,Middleweight,Dan Miller,def.,Matt Horwich,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
3844,UFC 90: Silva vs. Côté,Lightweight,Hermes Franca,def.,Marcus Aurélio,3,5:00,"Decision (unanimous) (30–27, 29–28, 29–28)"
3845,UFC 90: Silva vs. Côté,Welterweight,Pete Sell,def.,Josh Burkman,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
3846,UFC 89: Bisping vs. Leben,Middleweight,Michael Bisping,def.,Chris Leben,3,5:00,"Decision (unanimous) (30–27, 30–27, 29–28)"
3847,UFC 89: Bisping vs. Leben,Light Heavyweight,Keith Jardine,def.,Brandon Vera,3,5:00,"Decision (split) (28–29, 29–28, 29–28)"
3848,UFC 89: Bisping vs. Leben,Light Heavyweight,Luiz Cane,def.,Rameau Thierry Sokoudjou,2,4:15,TKO (punches)
3849,UFC 89: Bisping vs. Leben,Welterweight,Chris Lytle,def.,Paul Taylor,3,5:00,"Decision (unanimous) (29–28, 30–27, 29–28)"
3850,UFC 89: Bisping vs. Leben,Welterweight,Marcus Davis,def.,Paul Kelly,2,2:16,Submission (guillotine choke)
3851,UFC 89: Bisping vs. Leben,Welterweight,Dan Hardy,def.,Akihiro Gono,3,5:00,"Decision (split) (29–28, 28–29, 29–28)"
3852,UFC 89: Bisping vs. Leben,Heavyweight,Shane Carwin,def.,Neil Wain,1,1:31,TKO (punches)
3853,UFC 89: Bisping vs. Leben,Lightweight,David Bielkheden,def.,Jess Liaudin,3,5:00,"Decision (unanimous) (29–28, 29–28, 30–27)"
3854,UFC 89: Bisping vs. Leben,Lightweight,Terry Etim,def.,Sam Stout,3,5:00,"Decision (unanimous) (29–28, 29–28, 30–27)"
3855,UFC 89: Bisping vs. Leben,Lightweight,Jim Miller,def.,David Baron,3,3:19,Submission (rear-naked choke)
3856,UFC 89: Bisping vs. Leben,Lightweight,Per Eklund,def.,Samy Schiavo,3,1:47,Submission (rear-naked choke)
3857,UFC Fight Night: Diaz vs. Neer,Lightweight,Nate Diaz,def.,Josh Neer,3,5:00,"Decision (split) (28–29, 29–28, 29–28)"
3858,UFC Fight Night: Diaz vs. Neer,Lightweight,Clay Guida,def.,Mac Danzig,3,5:00,"Decision (unanimous) (30–27, 29–28, 29–28)"
3859,UFC Fight Night: Diaz vs. Neer,Middleweight,Alan Belcher,def.,Ed Herman,3,5:00,"Decision (unanimous) (29–28, 29–28, 29–28)"
3860,UFC Fight Night: Diaz vs. Neer,Light Heavyweight,Eric Schafer,def.,Houston Alexander,1,4:53,Submission (arm-triangle choke)
3861,UFC Fight Night: Diaz vs. Neer,Middleweight,Alessio Sakara,def.,Joe Vedepo,1,1:27,KO (head kick)
3862,UFC Fight Night: Diaz vs. Neer,Middleweight,Wilson Gouveia,def.,Ryan Jensen,2,2:04,Submission (armbar)
3863,UFC Fight Night: Diaz vs. Neer,Lightweight,Joe Lauzon,def.,Kyle Bradley,2,1:34,TKO (punches)
3864,UFC Fight Night: Diaz vs. Neer,Light Heavyweight,Jason Brilz,def.,Brad Morris,2,2:54,TKO (punches)
3865,UFC Fight Night: Diaz vs. Neer,Middleweight,Mike Massenzio,def.,Drew McFedries,1,1:28,Submission (kimura)
3866,UFC Fight Night: Diaz vs. Neer,Middleweight,Dan Miller,def.,Rob Kimmons,1,1:27,Submission (rear-naked choke)
3867,UFC 88: Breakthrough,Light Heavyweight,Rashad Evans,def.,Chuck Liddell,2,1:51,KO (punch)
3868,UFC 88: Breakthrough,Light Heavyweight,Rich Franklin,def.,Matt Hamill,3,0:39,TKO (body kick)
3869,UFC 88: Breakthrough,Middleweight,Dan Henderson,def.,Rousimar Palhares,3,5:00,"Decision (unanimous) (30–27, 30–27, 29–28)"
3870,UFC 88: Breakthrough,Middleweight,Nate Marquardt,def.,Martin Kampmann,1,1:22,TKO (punches)
3871,UFC 88: Breakthrough,Welterweight,Dong Hyun Kim,def.,Matt Brown,3,5:00,"Decision (split) (29–28, 28–29, 29–28)"
3872,UFC 88: Breakthrough,Lightweight,Kurt Pellegrino,def.,Thiago Tavares,3,5:00,"Decision (unanimous) (29–27, 29–27, 29–28)"
3873,UFC 88: Breakthrough,Light Heavyweight,Tim Boetsch,def.,Michael Patt,1,2:03,TKO (punches)
3874,UFC 88: Breakthrough,Middleweight,Jason MacDonald,def.,Jason Lambert,2,1:20,Submission (rear-naked choke)
3875,UFC 88: Breakthrough,Welterweight,Ryo Chonan,def.,Roan Carneiro,3,5:00,"Decision (split) (29–28, 28–29, 29–28)"
3876,UFC 87: Seek and Destroy,Welterweight,Georges St-Pierre,def.,Jon Fitch,5,5:00,"Decision (unanimous) (50–43, 50–44, 50–44)"
3877,UFC 87: Seek and Destroy,Heavyweight,Brock Lesnar,def.,Heath Herring,3,5:00,"Decision (unanimous) (30–26, 30–26, 30–26)"
3878,UFC 87: Seek and Destroy,Lightweight,Rob Emerson,def.,Manvel Gamburyan,1,0:12,KO (punches)
3879,UFC 87: Seek and Destroy,Lightweight,Kenny Florian,def.,Roger Huerta,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
3880,UFC 87: Seek and Destroy,Middleweight,Demian Maia,def.,Jason MacDonald,3,2:44,Submission (rear-naked choke)
3881,UFC 87: Seek and Destroy,Welterweight,Tamdan McCrory,def.,Luke Cummo,3,5:00,"Decision (unanimous) (29–28, 30–27, 30–27)"
3882,UFC 87: Seek and Destroy,Heavyweight,Cheick Kongo,def.,Dan Evensen,1,4:55,TKO (punches)
3883,UFC 87: Seek and Destroy,Light Heavyweight,Jon Jones,def.,Andre Gusmao,3,5:00,"Decision (unanimous) (30–27, 29–28, 30–27)"
3884,UFC 87: Seek and Destroy,Welterweight,Chris Wilson,def.,Steve Bruno,3,5:00,"Decision (unanimous) (30–27, 30–27, 30–27)"
3885,UFC 87: Seek and Destroy,Welterweight,Ben Saunders,def.,Ryan Thomas,2,2:28,Submission (armbar)
3886,UFC Fight Night: Silva vs. Irvin,Light Heavyweight,Anderson Silva,def.,James Irvin,1,1:01,KO (punches)
3887,UFC Fight Night: Silva vs. Irvin,Light Heavyweight,Brandon Vera,def.,Reese Andy,3,5:00,"Decision (unanimous) (30–27, 29–28, 30–27)"
